DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2000,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,All_Population_Count_2020,Aridity_2000,Aridity_2005,Aridity_2010,Aridity_2015,Aridity_2020,Day_Land_Surface_Temp_2000,Day_Land_Surface_Temp_2005,Day_Land_Surface_Temp_2010,Day_Land_Surface_Temp_2015,Day_Land_Surface_Temp_2020,Diurnal_Temperature_Range_2000,Diurnal_Temperature_Range_2005,Diurnal_Temperature_Range_2010,Diurnal_Temperature_Range_2015,Diurnal_Temperature_Range_2020,Drought_Episodes,Elevation,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Enhanced_Vegetation_Index_2020,Frost_Days_2000,Frost_Days_2005,Frost_Days_2010,Frost_Days_2015,Frost_Days_2020,Global_Human_Footprint,Growing_Season_Length,Irrigation,Land_Surface_Temperature_2000,Land_Surface_Temperature_2005,Land_Surface_Temperature_2010,Land_Surface_Temperature_2015,Land_Surface_Temperature_2020,Livestock_Cattle,Livestock_Chickens,Livestock_Goats,Livestock_Pigs,Livestock_Sheep,Maximum_Temperature_2000,Maximum_Temperature_2005,Maximum_Temperature_2010,Maximum_Temperature_2015,Maximum_Temperature_2020,Mean_Temperature_2000,Mean_Temperature_2005,Mean_Temperature_2010,Mean_Temperature_2015,Mean_Temperature_2020,Minimum_Temperature_2000,Minimum_Temperature_2005,Minimum_Temperature_2010,Minimum_Temperature_2015,Minimum_Temperature_2020,Nightlights_Composite,Night_Land_Surface_Temp_2000,Night_Land_Surface_Temp_2005,Night_Land_Surface_Temp_2010,Night_Land_Surface_Temp_2015,Night_Land_Surface_Temp_2020,PET_2000,PET_2005,PET_2010,PET_2015,PET_2020,Precipitation_2000,Precipitation_2005,Precipitation_2010,Precipitation_2015,Precipitation_2020,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Rainfall_2020,Temperature_January,Temperature_February,Temperature_March,Temperature_April,Temperature_May,Temperature_June,Temperature_July,Temperature_August,Temperature_September,Temperature_October,Temperature_November,Temperature_December,Travel_Times,U5_Population_2000,U5_Population_2005,U5_Population_2010,U5_Population_2015,U5_Population_2020,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Count_2020,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015,UN_Population_Density_2020,Wet_Days_2000,Wet_Days_2005,Wet_Days_2010,Wet_Days_2015,Wet_Days_2020
NP202200000103,NPGE81FL,NP,2022,103,NP2022DHS,15825.72656,18289.89844,18452.94141,20842.99219,22018.875,39.80026245,31.30852318,40.50741196,32.08597183,39.71987915,29.41995811,29.27518272,28.42144394,29.23193169,27.70639992,11.31940079,11.44273758,11.93016529,11.9202404,11.37323475,5,94.25976563,0.275334239,0.281496912,0.299416095,0.29808709,0.343353182,0.130859375,0.076844618,0.231183439,0.188625574,0.133178532,36.65218353,9,31.40431786,24.16427231,24.55831528,24.15852928,24.70137596,23.59539795,88.60359955,243.1475677,114.229187,0.776887655,0.742766798,29.83774567,30.32016945,31.16656494,29.96983528,29.69654274,24.15526772,24.57109451,25.17228127,23.99006081,23.98975754,18.51834488,18.87743187,19.2364006,18.04959488,18.32330704,0.398300081,18.90858459,19.84144783,19.89561462,20.17082214,19.48439407,3.337398767,3.299971104,3.410662651,3.287745953,3.256278992,132.8293457,103.3172226,138.1571198,105.4905243,129.3390045,1677.300781,1004.571899,1185.276245,1398.251709,1871.895142,15.56372833,17.74076271,22.87560654,26.92460442,28.8635006,28.93591118,28.302248,28.0711956,27.29189873,25.4736805,20.49993134,16.45626831,21.07910156,2472.420654,2404.229004,2233.862061,1986.795654,1976.525635,12607.8877,14234.56641,14592.27832,13827.73535,11711.0498,656.8709717,741.6209106,760.2577515,720.4250488,610.1456909,4.274781704,3.982878923,4.235817432,4.047646046,4.254225731
NP202200000104,NPGE81FL,NP,2022,104,NP2022DHS,10965.2041,12073.4707,12733.37793,13379.43457,13785.14258,39.65554428,31.1297226,40.90726089,32.13831711,39.80421066,29.66590309,28.90133858,29.21587181,29.36376381,27.72562218,11.21646404,11.34334469,11.82494259,11.80966473,11.26154518,5,84.32226563,0.286065221,0.280776501,0.31020093,0.290158868,0.331118941,0.043738425,0.028460648,0.116394669,0.071763597,0.051935762,49.96199417,9,32.89458466,24.20222282,24.42758369,24.64775085,24.82717323,23.78665161,74.16640472,266.5490723,90.36713409,1.401141644,0.804765344,30.21090889,30.69270897,31.53541756,30.33556175,30.06277466,24.5769825,24.99454689,25.5949955,24.40659714,24.41119766,18.9944458,19.34936523,19.71047401,18.52589798,18.80122948,0.665257454,18.73854065,19.95383072,20.0796299,20.29058456,19.84767914,3.360980988,3.327097893,3.428877354,3.306915522,3.273929358,133.2815399,103.5716324,140.265976,106.2786865,130.3161774,1491.262939,917.1602783,1053.490234,1159.779053,1544.469238,15.3908844,17.66922951,22.89400864,26.98389626,29.03543663,29.08440208,28.22945595,28.00037003,27.25963593,25.58486938,20.63222504,16.46191406,8.470703125,1641.803833,1597.236328,1445.707886,1285.559326,1248.018433,10894.43848,12277.64355,12563.31055,11883.49512,10046.22852,567.1831665,639.1951904,654.0675049,618.6751709,523.0239258,4.174845219,3.913344622,4.165909767,3.967439175,4.168097496
NP202200000105,NPGE81FL,NP,2022,105,NP2022DHS,15996.18457,17234.32422,18081.875,19775.75,21020.61719,38.40592194,30.55720139,39.53600311,31.47414398,38.9610405,29.16141701,28.94379997,29.35008812,28.91441917,27.18818665,11.23810768,11.36205196,11.84470558,11.82654858,11.28634262,5,75.99707031,0.294961482,0.301665545,0.301586241,0.2975173,0.347904414,0,0,0.061258681,0.0158478,0.009192708,34,9,26.07429314,24.12448502,24.53948593,24.62822723,24.69675827,23.48927307,92.62677002,177.0152588,103.0819855,0.668570459,0.878268838,30.5690403,31.04541397,31.88570595,30.67935562,30.40826225,24.92484093,25.33624268,25.93420219,24.74425697,24.74809074,19.33093262,19.68336296,20.04100037,18.85280609,19.12191772,0.272432923,19.08755112,20.1351738,19.90636635,20.47909737,19.7903614,3.423336267,3.38334775,3.483999014,3.365350246,3.330613375,131.4763794,103.3856354,137.7433777,105.9215088,129.7641602,1511.635376,929.1063232,1080.765259,1291.876831,1809.259033,15.78350639,18.04022408,23.13076782,27.05693436,29.23542786,29.29073715,28.26123619,28.15074539,27.4485321,25.67621422,20.60065269,16.72170258,14.99707031,2386.252441,2265.472412,2090.364746,1885.063965,1886.91687,16274.38477,18374.11719,18835.85352,17848.97461,15116.7373,846.9619141,956.2375488,980.2675171,928.9077148,786.7149048,4.062238216,3.80969739,4.024425507,3.869671345,4.045039177
NP202200000106,NPGE81FL,NP,2022,106,NP2022DHS,23751.11328,28194.54492,29129.44141,33265.93359,36700.52344,37.28953171,29.92338181,38.40154648,30.86258125,38.19097519,29.49933243,29.08511353,29.42962074,29.1287117,27.26299286,11.23936653,11.36028671,11.84322929,11.82200527,11.28784752,5,69.265625,0.283284277,0.290615797,0.302782446,0.313281417,0.354819685,0,0,0.058220487,0.014348958,0.008728298,38.26100922,9,12.71189117,24.21218491,24.59625435,24.7131443,24.79808807,23.54009247,66.81965637,131.3078156,62.28619766,7.221982479,1.187966347,30.63867188,31.11462784,31.95169258,30.73459244,30.46870613,24.99370766,25.40707588,26.00047874,24.80073738,24.80842018,19.39930534,19.75434113,20.10846329,18.91258812,19.18085861,0.211368904,18.92503929,20.10739517,19.99666595,20.46746445,19.81719398,3.444140673,3.405121565,3.507508755,3.385807276,3.348611116,128.4303894,101.8927536,134.6937408,104.494751,127.8867188,1496.587036,946.5023804,1112.836548,1282.880005,1787.684326,15.8666172,18.1453228,23.2186718,27.28430557,29.37848282,29.20491982,28.17077065,28.17476654,27.58732986,25.83290482,20.67835045,16.79280472,8.104492188,3853.844482,4079.393066,3926.484375,3957.040771,4125.545898,24864.50586,28116.35938,30231.92188,31305.79688,31174.86914,1293.541016,1462.714233,1572.773315,1628.640259,1621.828857,4.030099869,3.788519859,3.986740351,3.852873087,4.027851582
NP202200000107,NPGE81FL,NP,2022,107,NP2022DHS,23751.11328,28194.54492,29129.44141,33265.93359,36700.52344,37.28953171,29.92338181,38.40154648,30.86258125,38.19097519,29.49933243,29.08511353,29.42962074,29.1287117,27.26299286,11.23936653,11.36028671,11.84322929,11.82200527,11.28784752,5,69.265625,0.283284277,0.290615797,0.302782446,0.313281417,0.354819685,0,0,0.058220487,0.014348958,0.008728298,38.26100922,9,12.71189117,24.21218491,24.59625435,24.7131443,24.79808807,23.54009247,66.81965637,131.3078156,62.28619766,7.221982479,1.187966347,30.63867188,31.11462784,31.95169258,30.73459244,30.46870613,24.99370766,25.40707588,26.00047874,24.80073738,24.80842018,19.39930534,19.75434113,20.10846329,18.91258812,19.18085861,0.211368904,18.92503929,20.10739517,19.99666595,20.46746445,19.81719398,3.444140673,3.405121565,3.507508755,3.385807276,3.348611116,128.4303894,101.8927536,134.6937408,104.494751,127.8867188,1496.587036,946.5023804,1112.836548,1282.880005,1787.684326,15.8666172,18.1453228,23.2186718,27.28430557,29.37848282,29.20491982,28.17077065,28.17476654,27.58732986,25.83290482,20.67835045,16.79280472,8.104492188,3853.844482,4079.393066,3926.484375,3957.040771,4125.545898,24864.50586,28116.35938,30231.92188,31305.79688,31174.86914,1293.541016,1462.714233,1572.773315,1628.640259,1621.828857,4.030099869,3.788519859,3.986740351,3.852873087,4.027851582
NP202200000108,NPGE81FL,NP,2022,108,NP2022DHS,15898.03418,16634.05664,18600.43359,18938.91211,20072.57813,37.04787064,29.67269135,38.43577194,30.78303337,38.05368805,29.67048645,29.17186928,29.65138817,29.54873657,27.7994442,11.19574642,11.31517696,11.79539967,11.76925659,11.23634243,5,68.67382813,0.285690963,0.268641442,0.280325353,0.287253469,0.332495451,0,0,0.059105903,0.015500578,0.009123264,42.20148087,9,28.1235733,24.38035011,24.81264687,24.97021866,24.84657288,23.88712692,84.39514923,238.8543243,103.1545868,1.287871957,1.060515881,30.52459526,31.0061779,31.84126091,30.607481,30.35374832,24.901577,25.32408905,25.91475677,24.69807625,24.71753502,19.32884979,19.69100189,20.0458622,18.83822441,19.11740494,0.115223721,19.09021568,20.45342445,20.28905106,20.14440727,19.97480965,3.418128014,3.383695126,3.486082315,3.361530781,3.320891142,126.6343689,100.4033432,133.9902649,103.4781113,126.3721542,1397.72168,878.4761353,976.5615845,1099.687866,1507.149902,15.71387196,17.9504261,23.0389843,27.26081467,29.39043999,29.35204506,28.23589325,28.12361145,27.49805069,25.87556267,20.69003677,16.76336479,9.795898438,2307.867676,2186.913086,2013.763184,1805.634277,1802.215332,16457.73047,18579.99805,19045.76367,18046.80664,15283.37402,855.8778076,966.2455444,990.4674683,938.5170898,794.8059082,4.072342396,3.833690643,4.052724361,3.897067308,4.090837479
NP202200000109,NPGE81FL,NP,2022,109,NP2022DHS,18691.10352,19538.13867,22673.37109,24320.27344,28345.33789,35.99087906,29.08197594,37.34192276,30.21229744,37.30462646,29.71176338,29.02477264,29.40177917,29.6003418,27.71352386,11.19678783,11.31280422,11.79296875,11.76445389,11.23680592,5,64.74316406,0.283606648,0.270480037,0.276505023,0.299650699,0.332391977,0,0,0.055946179,0.013706597,0.00811632,38.40841293,9,17.89643288,24.43338203,24.68912315,24.82483101,25.03317451,23.84308815,90.66564941,171.9495697,82.7149353,11.31773758,3.571900845,30.59913254,31.08077431,31.91302109,30.66714478,30.41931534,24.97582436,25.40065193,25.98698044,24.75993919,24.78420067,19.40234375,19.76796913,20.12005234,18.90269089,19.18250847,0.209688306,19.15500069,20.35347176,20.24788284,20.46600723,19.97265244,3.439366341,3.404470444,3.508420229,3.382074833,3.338715315,123.7858124,99.00872803,131.0111542,102.1802521,124.5495224,1471.856689,945.480957,1033.710815,1141.106567,1602.594727,15.83905888,18.10704422,23.19922829,27.3655014,29.41530991,29.30381584,28.12334824,28.16039658,27.656847,26.0261631,20.77196884,16.86767006,15.84277344,2660.080078,2830.498535,2820.936279,2952.559082,3266.764893,17640.89648,19938.03906,21745.16406,23083.71289,23905.89453,917.0734253,1036.491943,1130.436401,1200.021729,1242.763428,4.051445484,3.814830542,4.019952297,3.88324213,4.075195313
NP202200000110,NPGE81FL,NP,2022,110,NP2022DHS,8097.329102,9508.94043,9598.589844,11841.32031,13294.97461,42.86478424,33.1917038,42.6582489,33.64606857,41.92114639,29.58616638,29.55389023,29.09804916,29.26444054,28.14223289,11.46367168,11.58498287,12.08207512,12.08684921,11.53862858,5,146.6035156,0.304031998,0.30356127,0.313720495,0.315245301,0.350788593,0.313671857,0.182486981,0.478810757,0.440164924,0.318901896,35.84710693,9,44.2441864,24.03012466,24.54411507,24.35135078,24.2787571,23.81731415,63.81168747,247.8017883,67.417099,2.682479382,1.547387719,28.66558266,29.15477371,30.01176262,28.82973289,28.54266548,22.91336823,23.33741379,23.94079971,22.76627731,22.74809074,17.20191002,17.56979179,17.9296875,16.74288177,17.00403595,0.319559306,18.47408295,19.5343399,19.6046524,19.29307175,19.4923954,3.199956656,3.175086975,3.307248354,3.167665005,3.137413263,137.165451,105.3865509,141.0814209,106.5794678,131.5239563,1850.648193,1083.062134,1323.669922,1459.418091,1874.254639,15.24841022,17.27625847,22.25068092,26.74615669,28.53897858,28.85345078,28.15657616,27.85919571,26.98503304,25.48293495,20.53250504,16.20365334,37.80957031,1334.092773,1319.22876,1260.80249,1198.395386,1274.113037,8484.378906,9898.770508,10486.23145,10268.49219,8986.916992,442.8544006,516.680603,547.3439941,535.9787598,469.085083,4.595898628,4.254209995,4.551679611,4.323484898,4.590690136
NP202200000111,NPGE81FL,NP,2022,111,NP2022DHS,6362.774902,7043.848145,7884.435547,9305.486328,10395.22559,42.03599548,32.62488556,42.04265594,33.17289734,41.21776199,27.73488617,28.1570015,27.77923203,27.79479218,27.24820709,11.43415833,11.55558491,12.05047798,12.05201149,11.50205421,5,142.1660309,0.320188344,0.308104187,0.319819152,0.336759955,0.369697124,0.294644088,0.17203559,0.449551493,0.410743624,0.295626432,35.89537048,9,49.48083496,23.08455658,23.92179871,23.69558334,23.76035309,23.24570274,85.88510132,148.3422546,140.1734619,2.794676304,0.952377558,28.83097649,29.32051468,30.17507172,28.98841286,28.70782661,23.09346008,23.51727486,24.1201973,22.94301224,22.93211746,17.39681816,17.76493073,18.12459564,16.93640137,17.2057724,0.203371376,18.43422508,19.68659592,19.61193275,19.725914,19.24319839,3.219516754,3.191290617,3.31916976,3.183753014,3.15384841,135.3355865,104.1154861,139.5466919,105.6143112,129.9945679,1805.500366,1058.552856,1288.928955,1436.857666,1840.876587,15.3546772,17.36181068,22.38814735,26.67569733,28.42711258,28.68580055,28.05981636,27.79608727,26.85913658,25.2989769,20.46383667,16.26861763,39.24316406,974.4576416,977.232666,993.0264282,941.7574463,996.2180176,6431.05127,7503.14209,7948.429199,7783.38623,6811.96875,335.5534363,391.4919739,414.725769,406.1142883,355.4285889,4.555632114,4.219233036,4.514932156,4.289121628,4.546882153
NP202200000112,NPGE81FL,NP,2022,112,NP2022DHS,8205.588867,11907.10059,9882.400391,15064.91895,16875.90234,41.41898346,32.38027954,41.5503006,32.91394043,40.99423981,28.8854866,29.17980385,28.75028038,29.15417671,27.5548954,11.41835976,11.54065418,12.03537369,12.03378201,11.48990154,5,114.3740234,0.293757141,0.308682293,0.297021419,0.312019497,0.354674637,0.230026037,0.133823782,0.366600096,0.326750576,0.236824349,36.83372879,9,50.26094437,23.64845085,24.46549225,24.145401,24.51223946,23.45668411,93.41743469,106.9819794,177.9072266,2.276302099,0.859168708,29.21587181,29.6993351,30.55094147,29.36671066,29.08091736,23.48443222,23.90234375,24.5035305,23.32860184,23.31267357,17.79751205,18.15868187,18.51556778,17.3329277,17.59101677,0.181157991,18.41141701,19.75118065,19.54052162,19.87030029,19.35847092,3.269690514,3.241637707,3.365870953,3.230454445,3.200028896,135.4272614,104.9651337,139.852951,106.3269806,131.1827545,1730.959717,1010.083984,1244.798218,1542.416992,2037.727905,15.49580765,17.54184914,22.67604637,26.97496796,28.71313858,29.14309692,28.41448784,28.13190842,27.17871094,25.48701668,20.54630661,16.40009117,32.83398438,1671.386963,1651.938965,1651.339722,1524.638184,1617.28833,10681.49414,12462.15625,13201.74512,12927.62109,11314.16992,557.1226196,649.9979248,688.5731812,674.2755127,590.121521,4.418010712,4.113503933,4.376546383,4.180666924,4.419746876
NP202200000113,NPGE81FL,NP,2022,113,NP2022DHS,23772.50781,26418.22461,29725.0957,31593.23438,35799.98828,40.20534515,31.56712532,40.72728348,32.26860046,40.01276779,29.3074646,29.1961937,28.5597496,29.04534721,27.90776443,11.35412312,11.47699642,11.96697044,11.95959187,11.41328144,5,100.4648438,0.26340133,0.276448429,0.285733849,0.302270323,0.347186238,0.170928806,0.100108504,0.284262151,0.242977425,0.173363715,34.0245018,9,40.14347076,24.019207,24.42038727,24.04577827,24.3911972,23.60717773,112.1279526,68.98095703,226.6132507,2.749958038,1.102572799,29.60950661,30.09262276,30.94040871,29.74761391,29.47131157,23.90989685,24.32665062,24.92760468,23.74769974,23.74322891,18.25538254,18.61562538,18.97343826,17.78802109,18.05802917,0.125705838,18.73094749,19.64458275,19.53180504,19.7370491,19.30659103,3.31332469,3.278906345,3.394227505,3.267144203,3.236371517,133.2133789,103.5056458,138.2376709,105.4261703,129.4961853,1720.628174,1020.688782,1190.081665,1475.127563,1967.228149,15.54231644,17.67777634,22.81832886,26.91846848,28.78699493,28.92599297,28.35570335,28.07930756,27.25302124,25.41227913,20.48934937,16.43326187,29.39746094,3834.687988,3657.010254,3525.197266,3190.982422,3419.219971,23849.95508,27757.76953,29335.29297,28660.01367,25027.0293,1243.040771,1446.712891,1528.932251,1493.737183,1304.388916,4.326262951,4.030703068,4.287807941,4.09697485,4.31508255
NP202200000114,NPGE81FL,NP,2022,114,NP2022DHS,15366.93262,15323.01074,19286.31445,18178.05859,19962.93359,39.50723648,31.2517662,40.1402092,31.93985176,39.68647003,29.52872086,29.47323227,28.59795761,29.12280083,27.7189064,11.34006119,11.46368599,11.95360279,11.94286823,11.40228558,5,88.23242188,0.264276266,0.274725705,0.297911853,0.305484265,0.354630023,0.11332465,0.066167533,0.209250569,0.167294562,0.120198205,34.64396286,9,25.44958115,24.32004929,24.57455063,24.20640373,24.58315849,23.57500458,106.5283051,139.4508362,111.4228439,10.46982956,3.428222895,29.97345352,30.45084,31.29532623,30.10473251,29.82437897,24.27910995,24.69019127,25.28917885,24.11141586,24.10295105,18.63339233,18.98715401,19.3417244,18.16186333,18.42209244,0.132583573,19.11137581,19.67586899,19.81484985,20.04351807,19.43110275,3.36199379,3.327633142,3.439424276,3.312340975,3.28139472,132.8230896,103.9944229,138.0592041,105.7956696,130.2269745,1727.692261,1036.703613,1183.230103,1406.477417,1956.62146,15.6672411,17.85361481,22.94694901,27.01548958,29.02136421,29.07873726,28.39940262,28.17346382,27.39523315,25.58590889,20.58530235,16.53323555,28.83203125,2120.950439,2234.179199,2158.977051,2111.322754,2190.426758,14249.72559,16377.55664,17843.16406,18641.64258,18586.17188,742.4107056,853.270752,929.6289063,971.2296143,968.3395996,4.192379951,3.929256201,4.154503822,3.993508101,4.193629742
NP202200000115,NPGE81FL,NP,2022,115,NP2022DHS,11366.01758,14112.50879,13586.76953,16630.33398,17837.37109,40.03356934,31.60149956,40.48028564,32.20973206,40.1029129,29.72060394,29.32297897,28.62860298,29.02765083,27.77913857,11.37304688,11.49632549,11.98867226,11.9807148,11.44117451,5,91.80957031,0.271019638,0.271888584,0.285353124,0.291226447,0.335666209,0.146380201,0.085160591,0.254389465,0.213336229,0.154746816,43.96405792,9,38.12004089,24.31254768,24.46513557,24.16318893,24.37149239,23.66051483,107.1814194,78.61777496,187.5762634,4.461587906,1.284632087,29.76616096,30.24389458,31.09011841,29.90369034,29.61916924,24.05549812,24.46727562,25.0662632,23.89092827,23.87725639,18.39311409,18.74757004,19.10144615,17.92297554,18.17799568,0.122393928,18.90449524,19.60729218,19.69777679,19.71533585,19.54189301,3.339424372,3.308188677,3.42449379,3.293243647,3.262644768,133.6890717,104.5437241,138.6244812,106.0744934,130.8415527,1758.173462,1046.181274,1207.499878,1445.57666,2021.641113,15.60987091,17.73694992,22.84832382,27.03540611,28.98648834,29.28892517,28.5374012,28.25662613,27.41105652,25.58091354,20.58947754,16.50959587,16.55078125,2031.022705,1957.907715,1851.931519,1683.065186,1709.429932,12411.97656,14481.12012,15340.52832,15021.99316,13147.15039,646.9023438,754.7445068,799.5361938,782.9343872,685.2190552,4.240122795,3.972797871,4.201413631,4.037848473,4.248803616
NP202200000116,NPGE81FL,NP,2022,116,NP2022DHS,11366.01758,14112.50879,13586.76953,16630.33398,17837.37109,40.03356934,31.60149956,40.48028564,32.20973206,40.1029129,29.72060394,29.32297897,28.62860298,29.02765083,27.77913857,11.37304688,11.49632549,11.98867226,11.9807148,11.44117451,5,91.80957031,0.271019638,0.271888584,0.285353124,0.291226447,0.335666209,0.146380201,0.085160591,0.254389465,0.213336229,0.154746816,43.96405792,9,38.12004089,24.31254768,24.46513557,24.16318893,24.37149239,23.66051483,107.1814194,78.61777496,187.5762634,4.461587906,1.284632087,29.76616096,30.24389458,31.09011841,29.90369034,29.61916924,24.05549812,24.46727562,25.0662632,23.89092827,23.87725639,18.39311409,18.74757004,19.10144615,17.92297554,18.17799568,0.122393928,18.90449524,19.60729218,19.69777679,19.71533585,19.54189301,3.339424372,3.308188677,3.42449379,3.293243647,3.262644768,133.6890717,104.5437241,138.6244812,106.0744934,130.8415527,1758.173462,1046.181274,1207.499878,1445.57666,2021.641113,15.60987091,17.73694992,22.84832382,27.03540611,28.98648834,29.28892517,28.5374012,28.25662613,27.41105652,25.58091354,20.58947754,16.50959587,16.55078125,2031.022705,1957.907715,1851.931519,1683.065186,1709.429932,12411.97656,14481.12012,15340.52832,15021.99316,13147.15039,646.9023438,754.7445068,799.5361938,782.9343872,685.2190552,4.240122795,3.972797871,4.201413631,4.037848473,4.248803616
NP202200000117,NPGE81FL,NP,2022,117,NP2022DHS,12907.11328,17095.83398,15323.55762,20340.66992,22663.72656,40.64437866,32.1723175,40.82271194,32.60056305,40.86082077,29.5187912,28.73277855,28.76920891,29.58499908,27.639925,11.42148495,11.54505253,12.04197025,12.03667545,11.50564289,5,93.28710938,0.285833329,0.300228298,0.310491502,0.309494466,0.354318917,0.140859365,0.080664061,0.253776044,0.213116318,0.15940538,34.2028923,8,49.84214401,24.1675396,24.08187485,24.16765976,24.7577095,23.58158112,104.4033661,91.59646606,178.1062927,2.146305561,0.888212085,29.75742149,30.22942734,31.07651901,29.90108681,29.60186577,24.02100754,24.42803955,25.02552223,23.85742188,23.82725716,18.3359375,18.68437576,19.03454971,17.8644104,18.09622383,0.16879718,18.81628799,19.43097115,19.56611252,19.93041611,19.52323914,3.345963717,3.321267366,3.442838669,3.30325532,3.272482634,135.9946136,106.8528671,140.5460052,107.6879807,133.7163239,1742.083496,1030.542847,1203.539429,1512.897461,2146.5979,15.70079136,17.72730255,22.83808899,27.34534645,29.19777489,29.49195671,28.69170761,28.4185009,27.61551285,25.95186043,20.7345562,16.59152031,19.79785156,2448.78125,2371.80127,2274.733887,2058.568115,2171.959717,15945.35449,18603.53125,19707.58984,19298.37695,16889.81445,831.3661499,969.9594116,1027.523315,1006.187561,880.6088867,4.194249153,3.949869633,4.1517663,4.013085842,4.226332188
NP202200000118,NPGE81FL,NP,2022,118,NP2022DHS,14785.35547,15173.67871,18741.9082,19353.77148,20417.10156,36.78011322,29.92163849,37.49526215,30.43616867,38.16022491,29.08118057,28.96063042,29.29161644,29.09837341,27.93526459,11.36540794,11.49030685,11.9858942,11.96520519,11.44649887,5,75.91503906,0.2911295,0.314002484,0.313478887,0.327877492,0.351961464,0.012144097,0.006827257,0.07094039,0.031438079,0.027362557,35.47621536,8,27.97335243,23.93415642,24.24416351,24.49103355,24.5681324,23.87520409,105.6641312,104.4464417,95.5545578,11.4960804,2.511199474,30.82611465,31.28440475,32.11604309,30.94049644,30.6460228,25.1129055,25.50477409,26.09380913,24.92842865,24.90295219,19.46070671,19.7940979,20.13014984,18.9752903,19.19952202,0.057247013,18.78713417,19.52769661,19.69045067,20.0378933,19.81514359,3.497988939,3.469068289,3.576808453,3.441391945,3.413570642,128.6564331,103.800209,134.1133728,104.7427826,130.262619,1657.06665,1030.103882,1185.175781,1273.304932,1966.358765,15.88650227,18.00471306,23.11027908,27.59096146,29.59978294,29.60050201,28.70512581,28.53423691,27.78071022,26.14548683,20.86334419,16.80970383,27.47558594,2146.666748,2215.091797,2245.176025,2277.868164,2249.80542,14105.01855,16192.98828,17679.01172,18555.18555,18654.83203,734.331543,843.0348511,920.3998413,966.0149536,971.2026978,3.785979509,3.649094105,3.760834694,3.713218927,3.869312763
NP202200000119,NPGE81FL,NP,2022,119,NP2022DHS,8571.023438,10232.37598,10639.51074,12469.90137,13659.64551,37.51299286,30.43017387,38.05115891,30.86089516,38.79504395,28.92453384,28.81170464,29.20810699,28.65625381,27.91041756,11.39492226,11.51970482,12.01749134,12.00004387,11.48307323,5,78.8203125,0.254452467,0.280436099,0.278399646,0.305920482,0.319618493,0.031171873,0.017278645,0.100199647,0.060859371,0.05063802,35.62722015,8,31.78046036,23.94001389,24.08909988,24.46695328,24.40045357,23.86925316,126.4651871,49.59817123,197.1357422,3.438887596,0.569626451,30.66072083,31.11866379,31.95273399,30.78181458,30.48085976,24.93281364,25.32491302,25.91441154,24.75169182,24.71892357,19.26579857,19.59895897,19.93524361,18.78177071,18.99778748,0.045558557,18.95549202,19.36649323,19.72579956,20.14465332,19.82808876,3.478428841,3.452864647,3.564887285,3.425303936,3.397135496,130.4862823,105.0712738,135.6481018,105.7079391,131.7920227,1655.854492,1014.394714,1204.293579,1306.335938,2000.220825,15.85598087,17.95168304,23.03532982,27.66594505,29.61734962,29.67939377,28.79239845,28.6116581,27.85167313,26.21243477,20.95332909,16.75499153,8.564453125,1411.457275,1428.711914,1398.533936,1270.484131,1317.214111,9327.166992,10891.32031,11547.69629,11317.91602,9914.291992,485.7667236,567.229126,601.4137573,589.4465942,516.3446655,3.826245785,3.684071064,3.797582388,3.747582197,3.913120508
NP202200000120,NPGE81FL,NP,2022,120,NP2022DHS,27890.24414,31348.97266,33510.48438,38970.33594,44416.57031,39.07566071,31.16838264,39.60077286,31.7246933,39.6373024,28.96205902,29.06234741,28.83905792,29.20569992,27.47964859,11.37105083,11.49511051,11.98875904,11.97680855,11.44586277,5,83.83398438,0.272118986,0.279882193,0.299827427,0.3016361,0.342243522,0.087022565,0.050151907,0.176351264,0.135298029,0.100727715,35.78531647,9,34.79013824,24.09633827,24.31819916,24.34624863,24.63873482,23.50554657,98.6002655,75.115242,187.7736359,3.802667379,1.180653214,30.17701149,30.64684677,31.48847008,30.3070755,30.01613235,24.46487236,24.86883736,25.46452713,24.29344559,24.27274323,18.80596161,19.15173721,19.49971008,18.33026695,18.57026863,0.239029273,19.23061943,19.5740509,19.85343742,20.07177162,19.53144455,3.398885965,3.36912632,3.482566595,3.349233389,3.319068432,132.8137207,105.0102158,137.912323,106.2534027,131.5589142,1710.825562,1030.749268,1196.660522,1398.535645,2036.006836,15.78099251,17.94415855,23.00591087,27.28182983,29.27012634,29.38305664,28.53466988,28.35743904,27.59515762,25.85046768,20.69127655,16.64095306,7.129882813,4472.939453,4404.962402,4241.388672,4122.780762,4484.048828,15256.7998,17800.08398,18856.67383,18465.63477,16161.98535,794.8792725,927.3843994,982.4327393,962.0596313,842.0394897,4.068777561,3.848822117,4.032533169,3.91230154,4.102735519
